Company,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,Location,site,State,Country
Martin Marietta,30/01/1970,15:40:00,Cosmos-2I (63SM),DS-P1-I #6,Retired,,Failure,Site 133/3, Plesetsk Cosmodrome,, Russia
General Dynamics,10/02/1970,12:00:00,Voskhod,Cosmos 323,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,17/02/1970,18:57:00,Molniya-M /Block L,Molniya-1 n†­17,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,27/02/1970,17:24:00,Cosmos-2I (63SM),Cosmos 324,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,04/03/1970,12:14:00,Voskhod,Cosmos 325,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,13/03/1970,08:00:00,Voskhod,Cosmos 326,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,17/03/1970,11:10:00,Vostok-2M,Meteor n†­14,Retired,,Partial Failure,Site 41/1, Plesetsk Cosmodrome,, Russia
Martin Marietta,18/03/1970,14:39:00,Cosmos-2I (63SM),Cosmos 327,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,27/03/1970,11:45:00,Voskhod,Cosmos 328,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
Martin Marietta,03/04/1970,08:30:00,Voskhod,Cosmos 329,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,07/04/1970,11:10:00,Cosmos-3M (11K65M),Cosmos 330,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
General Dynamics,11/04/1970,17:00:00,Cosmos-3M (11K65M),Cosmos 332,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,15/04/1970,09:00:00,Voskhod,Cosmos 333,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,23/04/1970,13:20:00,Cosmos-2I (63SM),Cosmos 334,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
US Air Force,24/04/1970,22:24:00,Cosmos-2I (63SM),Cosmos 335,Retired,,Success,Site 86/1, Kapustin Yar,, Russia
RVSN USSR,25/04/1970,17:09:00,Cosmos-3M (11K65M),Cosmos 336 to 343,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,28/04/1970,10:50:00,Vostok-2M,Meteor n†­15,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,12/05/1970,10:10:00,Voskhod,Cosmos 344,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,22/05/1970,12:39:00,Cosmos-2I (63SM),DS-P1-You #36,Retired,,Failure,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,12/06/1970,09:30:00,Cosmos-2I (63SM),Cosmos 347,Retired,,Success,Site 86/1, Kapustin Yar,, Russia
RVSN USSR,13/06/1970,04:59:00,Cosmos-2I (63SM),Cosmos 348,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,17/06/1970,12:59:00,Voskhod,Cosmos 349,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,23/06/1970,14:15:00,Vostok-2M,Meteor n†­16,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,26/06/1970,03:23:00,Molniya-M /Block L,Molniya-1 n†­21,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,27/06/1970,07:39:00,Cosmos-2I (63SM),Cosmos 351,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,27/06/1970,16:40:00,Cosmos-3M (11K65M),Strela-2M satellite,Retired,,Failure,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,09/07/1970,13:35:00,Voskhod,Cosmos 353,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,21/07/1970,12:30:00,Voskhod,Zenit-4 n†­75,Retired,,Failure,Site 43/4, Plesetsk Cosmodrome,, Russia
NASA,31/07/1970,02:00:00,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,,Success,Site 86/1, Kapustin Yar,, Russia
RVSN USSR,07/08/1970,02:59:00,Cosmos-2I (63SM),Intercosmos-3,Retired,,Success,Site 86/1, Kapustin Yar,, Russia
RVSN USSR,07/08/1970,09:30:00,Voskhod,Cosmos 355,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,10/08/1970,19:59:00,Cosmos-2I (63SM),Cosmos 356,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,19/08/1970,14:59:00,Cosmos-2I (63SM),Cosmos 357,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,20/08/1970,14:30:00,Cosmos-3M (11K65M),Cosmos 358,Retired,,Partial Failure,Site 132/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,08/09/1970,10:30:00,Voskhod,Cosmos 361,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
US Air Force,16/09/1970,12:00:00,Cosmos-2I (63SM),Cosmos 362,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,22/09/1970,13:00:00,Voskhod,Cosmos 364,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,29/09/1970,08:14:00,Molniya-M /Block L,Molniya-1 n†­19,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
General Dynamics,08/10/1970,15:10:00,Cosmos-2I (63SM),Cosmos 369,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,12/10/1970,13:57:00,Cosmos-3M (11K65M),Cosmos 371,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,14/10/1970,11:30:00,Cosmos-2I (63SM),Intercosmos-4,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,15/10/1970,11:22:00,Vostok-2M,Meteor n†­17,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,16/10/1970,15:00:00,Cosmos-3M (11K65M),Cosmos 372,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,30/10/1970,13:20:00,Voskhod,Cosmos 376,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,17/11/1970,,Cosmos-3M (11K65M),Cosmos 378,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,24/11/1970,10:59:00,Cosmos-2I (63SM),Cosmos 380,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,27/11/1970,15:47:00,Molniya-M /Block L,Molniya-1 n†­23,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,02/12/1970,04:00:00,Cosmos-3M (11K65M),Cosmos 381,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
Martin Marietta,03/12/1970,13:55:00,Voskhod,Cosmos 383,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,10/12/1970,11:10:00,Voskhod,Cosmos 384,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,12/12/1970,13:00:00,Cosmos-3M (11K65M),Cosmos 385,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,16/12/1970,04:30:00,Cosmos-3M (11K65M),Cosmos 387,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,18/12/1970,09:39:00,Cosmos-2I (63SM),Cosmos 388,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,18/12/1970,16:15:00,Vostok-2M,Cosmos 389,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,22/12/1970,21:30:00,Cosmos-3M (11K65M),DS-P1-M #1,Retired,,Failure,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,14/01/1971,12:00:00,Cosmos-2I (63SM),Cosmos 391,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
CASC,20/01/1971,11:24:00,Vostok-2M,Meteor n†­18,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,26/01/1971,12:44:00,Cosmos-2I (63SM),Cosmos 393,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,09/02/1971,18:48:00,Cosmos-3M (11K65M),Cosmos 394,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
ISAS,17/02/1971,21:10:00,Cosmos-3M (11K65M),Cosmos 395,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
General Dynamics,18/02/1971,13:59:00,Voskhod,Cosmos 396,Retired,,Success,Site 43/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,05/03/1971,01:02:00,Voskhod,Zenit-2M n†­17,Retired,,Failure,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,05/03/1971,08:15:00,Cosmos-2I (63SM),DS-P1-You #39,Retired,,Failure,Site 86/1, Kapustin Yar,, Russia
RVSN USSR,18/03/1971,21:45:00,Cosmos-3M (11K65M),Cosmos 400,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
US Air Force,23/03/1971,11:30:00,Cosmos-3M (11K65M),Cosmos 407,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,27/03/1971,10:59:00,Voskhod,Cosmos 401,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,02/04/1971,08:20:00,Voskhod,Cosmos 403,Retired,,Success,Site 43/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,07/04/1971,07:10:00,Vostok-2M,Cosmos 405,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,14/04/1971,08:00:00,Voskhod,Cosmos 406,Retired,,Success,Site 43/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,17/04/1971,11:44:00,Vostok-2M,Meteor n†­19,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,22/04/1971,04:22:00,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,,Success,Site 86/1, Kapustin Yar,, Russia
General Dynamics,24/04/1971,11:15:00,Cosmos-2I (63SM),Cosmos 408,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,28/04/1971,14:35:00,Cosmos-3M (11K65M),Cosmos 409,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,07/05/1971,14:20:00,Cosmos-3M (11K65M),Cosmos 411 to 418,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
Martin Marietta,19/05/1971,10:20:00,Cosmos-2I (63SM),Cosmos 421,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,22/05/1971,00:51:00,Cosmos-3M (11K65M),Cosmos 422,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,27/05/1971,11:59:00,Cosmos-2I (63SM),Cosmos 423,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,28/05/1971,10:30:00,Voskhod,Cosmos 424,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,29/05/1971,03:48:00,Cosmos-3M (11K65M),Cosmos 425,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,04/06/1971,,Cosmos-3M (11K65M),Cosmos 426,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,11/06/1971,10:00:00,Voskhod,Cosmos 427,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,25/06/1971,10:30:00,Voskhod,Zenit-4M n†­17,Retired,,Failure,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,16/07/1971,01:41:00,Vostok-2M,Meteor n†­20,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,22/07/1971,13:45:00,Cosmos-3M (11K65M),Tselina-OM #10,Retired,,Failure,Site 132/2, Plesetsk Cosmodrome,, Russia
ASI,23/07/1971,11:00:00,Voskhod,Cosmos 430,Retired,,Success,Site 43/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,28/07/1971,03:29:00,Molniya-M /Block L,Molniya-1 n†­20,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,28/07/1971,10:19:00,Voskhod,Cosmos 512,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,03/08/1971,11:00:00,Cosmos-2I (63SM),DS-P1-You #33,Retired,,Failure,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,27/08/1971,10:54:00,Cosmos-2I (63SM),Cosmos 435,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,07/09/1971,01:15:00,Cosmos-3M (11K65M),Cosmos 436,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,10/09/1971,03:38:00,Cosmos-3M (11K65M),Cosmos 437,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
NASA,14/09/1971,13:00:00,Voskhod,Cosmos 438,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
General Dynamics,21/09/1971,12:00:00,Voskhod,Cosmos 439,Retired,,Success,Site 43/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,24/09/1971,10:30:00,Cosmos-2I (63SM),Cosmos 440,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
US Air Force,29/09/1971,11:30:00,Voskhod,Cosmos 442,Retired,,Success,Site 43/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,07/10/1971,12:30:00,Voskhod,Cosmos 443,Retired,,Success,Site 43/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,13/10/1971,13:41:00,Cosmos-3M (11K65M),Cosmos 444 to 451,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,19/10/1971,12:40:00,Cosmos-2I (63SM),Cosmos 453,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,02/11/1971,14:25:00,Voskhod,Cosmos 454,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,17/11/1971,11:09:00,Cosmos-2I (63SM),Cosmos 455,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,19/11/1971,12:00:00,Voskhod,Cosmos 456,Retired,,Partial Failure,Site 43/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,20/11/1971,18:00:00,Cosmos-3M (11K65M),Cosmos 457,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,24/11/1971,09:30:00,Molniya-M /Block L,Molniya-2 n†­24,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,29/11/1971,10:09:00,Cosmos-2I (63SM),Cosmos 458,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,29/11/1971,17:30:00,Cosmos-3M (11K65M),Cosmos 459,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,30/11/1971,16:39:00,Cosmos-3M (11K65M),Cosmos 460,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,02/12/1971,08:25:00,Cosmos-2I (63SM),Intercosmos-5,Retired,,Success,Site 86/1, Kapustin Yar,, Russia
RVSN USSR,02/12/1971,,Cosmos-3M (11K65M),Cosmos 461,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,03/12/1971,13:00:00,Voskhod,Zenit-2M n†­25,Retired,,Failure,Site 43/4, Plesetsk Cosmodrome,, Russia
General Dynamics,10/12/1971,11:00:00,Voskhod,Cosmos 464,Retired,,Success,Site 43/3, Plesetsk Cosmodrome,, Russia
Martin Marietta,15/12/1971,04:31:00,Cosmos-3M (11K65M),Cosmos 465,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,17/12/1971,10:39:00,Cosmos-2I (63SM),Cosmos 467,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,17/12/1971,13:00:00,Cosmos-3M (11K65M),Cosmos 468,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,19/12/1971,22:50:00,Molniya-M /Block L,Molniya-1 n†­25,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,27/12/1971,14:04:00,Soyuz M,Cosmos 470,Retired,,Partial Failure,Site 41/1, Plesetsk Cosmodrome,, Russia
General Dynamics,27/12/1971,,Cosmos-3M (11K65M),Oreol,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,29/12/1971,10:50:00,Vostok-2M,Meteor n†­21,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,25/01/1972,11:15:00,Cosmos-2I (63SM),Cosmos 472,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,08/02/1972,05:59:00,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,,Success,Site 86/1, Kapustin Yar,, Russia
RVSN USSR,25/02/1972,07:52:00,Cosmos-3M (11K65M),Cosmos 475,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,01/03/1972,11:15:00,Vostok-2M,Cosmos 476,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,04/03/1972,10:00:00,Voskhod,Cosmos 477,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
NASA,15/03/1972,13:00:00,Voskhod,Cosmos 478,Retired,,Success,Site 43/3, Plesetsk Cosmodrome,, Russia
US Air Force,22/03/1972,20:31:00,Cosmos-3M (11K65M),Cosmos 479,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,25/03/1972,02:20:00,Cosmos-3M (11K65M),Cosmos 480,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,25/03/1972,10:40:00,Cosmos-2I (63SM),Cosmos 481,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
CNES,30/03/1972,14:05:00,Vostok-2M,Meteor n†­22,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,03/04/1972,10:15:00,Voskhod,Cosmos 483,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,04/04/1972,20:38:00,Molniya-M /Block L,Molniya-1 n†­26 & SRET-1,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,06/04/1972,08:00:00,Voskhod,Cosmos 484,Retired,,Success,Site 43/3, Plesetsk Cosmodrome,, Russia
NASA,11/04/1972,11:04:00,Cosmos-2I (63SM),Cosmos 485,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,14/04/1972,18:00:00,Voskhod,Cosmos 486,Retired,,Success,Site 43/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,21/04/1972,12:00:00,Cosmos-2I (63SM),Cosmos 487,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,25/04/1972,11:30:00,Cosmos-2I (63SM),DS-P1-You #51,Retired,,Failure,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,05/05/1972,11:20:00,Voskhod,Cosmos 488,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,06/05/1972,11:24:00,Cosmos-3M (11K65M),Cosmos 489,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,17/05/1972,10:19:00,Voskhod,Cosmos 490,Retired,,Success,Site 43/3, Plesetsk Cosmodrome,, Russia
Martin Marietta,19/05/1972,14:30:00,Molniya-M /Block L,Molniya-2 n†­27,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,23/06/1972,09:24:00,Cosmos-3M (11K65M),Cosmos 494,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,23/06/1972,11:19:00,Voskhod,Cosmos 495,Retired,,Success,Site 43/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,30/06/1972,06:19:00,Cosmos-2I (63SM),Cosmos 497,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,30/06/1972,18:52:00,Vostok-2M,Meteor n†­23,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
US Air Force,05/07/1972,09:29:00,Cosmos-2I (63SM),Cosmos 498,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,10/07/1972,06:15:00,Cosmos-3M (11K65M),Cosmos 500,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,12/07/1972,05:59:00,Cosmos-2I (63SM),Cosmos 501,Retired,,Success,Site 86/1, Kapustin Yar,, Russia
RVSN USSR,13/07/1972,14:30:00,Soyuz M,Cosmos 502,Retired,,Partial Failure,Site 43/4, Plesetsk Cosmodrome,, Russia
Martin Marietta,19/07/1972,13:45:00,Voskhod,Cosmos 503,Retired,,Success,Site 43/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,20/07/1972,18:10:00,Cosmos-3M (11K65M),Cosmos 504 to 511,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
NASA,16/08/1972,13:40:00,Cosmos-3M (11K65M),Cosmos 514,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,18/08/1972,10:00:00,Voskhod,Cosmos 515,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,30/08/1972,05:58:00,Cosmos-2I (63SM),Intercosmos-7,Retired,,Success,Site 86/1, Kapustin Yar,, Russia
Martin Marietta,02/09/1972,10:49:00,Voskhod,Zenit-4M n†­40,Retired,,Failure,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,15/09/1972,09:40:00,Voskhod,Cosmos 518,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
General Dynamics,19/09/1972,19:19:00,Molniya-M /Block 2BL,Cosmos 520,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,29/09/1972,20:19:00,Cosmos-3M (11K65M),Cosmos 521,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,30/09/1972,20:19:00,Molniya-M /Block L,Molniya-2 n†­28,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,04/10/1972,12:00:00,Voskhod,Cosmos 522,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,05/10/1972,11:30:00,Cosmos-2I (63SM),Cosmos 523,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,11/10/1972,13:19:00,Cosmos-2I (63SM),Cosmos 524,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,14/10/1972,06:16:00,Molniya-M /Block L,Molniya-1 n†­29,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,17/10/1972,19:59:00,Cosmos-3M (11K65M),Strela-2M satellite,Retired,,Failure,Site 132/1, Plesetsk Cosmodrome,, Russia
CASC,18/10/1972,11:59:00,Voskhod,Cosmos 525,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,25/10/1972,10:39:00,Cosmos-2I (63SM),Cosmos 526,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,26/10/1972,22:05:00,Vostok-2M,Meteor n†­24,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
US Air Force,31/10/1972,13:29:00,Voskhod,Cosmos 527,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,01/11/1972,12:08:00,Cosmos-3M (11K65M),Cosmos 528 to 535,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,03/11/1972,01:34:00,Cosmos-3M (11K65M),Cosmos 536,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,30/11/1972,21:49:00,Cosmos-2I (63SM),Intercosmos-8,Retired,,Success,Site 86/1, Kapustin Yar,, Russia
RVSN USSR,12/12/1972,06:51:00,Molniya-M /Block L,Molniya-2 n†­31,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,14/12/1972,13:40:00,Voskhod,Cosmos 538,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,21/12/1972,02:05:00,Cosmos-3M (11K65M),Cosmos 539,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,25/12/1972,23:05:00,Cosmos-3M (11K65M),Cosmos 540,Retired,,Success,Site 132/2, Plesetsk Cosmodrome,, Russia
RVSN USSR,27/12/1972,10:30:00,Soyuz M,Cosmos 541,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,28/12/1972,11:00:00,Vostok-2M,Cosmos 542,Retired,,Partial Failure,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,20/01/1973,03:36:00,Cosmos-3M (11K65M),Cosmos 544,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,24/01/1973,11:44:00,Cosmos-2I (63SM),Cosmos 545,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,26/01/1973,11:44:00,Cosmos-3M (11K65M),Cosmos 546,Retired,,Success,Site 107/1, Kapustin Yar,, Russia
RVSN USSR,08/02/1973,13:15:00,Voskhod,Cosmos 548,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,28/02/1973,04:37:00,Cosmos-3M (11K65M),Cosmos 549,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
General Dynamics,01/03/1973,12:40:00,Voskhod,Cosmos 550,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,20/03/1973,11:20:00,Vostok-2M,Meteor n†­25,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
Martin Marietta,22/03/1973,10:00:00,Voskhod,Cosmos 552,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,05/04/1973,11:11:00,Molniya-M /Block L,Molniya-2 n†­33,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
NASA,12/04/1973,11:49:00,Cosmos-2I (63SM),Cosmos 553,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
RVSN USSR,19/04/1973,08:59:00,Voskhod,Cosmos 554,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,19/04/1973,10:20:00,Cosmos-2I (63SM),Intercosmos-9,Retired,,Success,Site 86/1, Kapustin Yar,, Russia
RVSN USSR,25/04/1973,10:45:00,Voskhod,Cosmos 555,Retired,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
RVSN USSR,05/05/1973,07:00:00,Voskhod,Cosmos 554,Retired,,Success,Site 41/1, Plesetsk Cosmodrome,, Russia
RVSN USSR,17/05/1973,13:19:00,Cosmos-2I (63SM),Cosmos 558,Retired,,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
